team_a,team_b,matches_2006_2026,team_a_wins,draws,team_b_wins,goals_a,goals_b,first_match,last_match,source_dataset,source_url
Czech Republic,Switzerland,3,2,0,1,4,3,2008-06-07,2022-09-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Tunisia,0,0,0,0,0,0,,,,
Czech Republic,Turkey,8,2,0,6,9,14,2008-06-15,2024-06-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,United States,3,2,0,1,7,3,2006-06-12,2014-09-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Uruguay,1,0,0,1,0,2,2018-03-23,2018-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Uzbekistan,0,0,0,0,0,0,,,,
DR Congo,Ecuador,0,0,0,0,0,0,,,,
DR Congo,Egypt,6,0,2,4,5,12,2008-06-01,2024-01-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,England,0,0,0,0,0,0,,,,
DR Congo,France,0,0,0,0,0,0,,,,
DR Congo,Germany,0,0,0,0,0,0,,,,
DR Congo,Ghana,2,0,1,1,3,4,2013-01-20,2017-01-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,Haiti,0,0,0,0,0,0,,,,
DR Congo,Iran,0,0,0,0,0,0,,,,
DR Congo,Iraq,2,0,0,2,1,3,2015-03-28,2015-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,Ivory Coast,6,1,1,4,9,14,2014-10-11,2024-02-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,Japan,0,0,0,0,0,0,,,,
DR Congo,Jordan,0,0,0,0,0,0,,,,
DR Congo,Mexico,0,0,0,0,0,0,,,,
DR Congo,Morocco,5,1,3,1,5,7,2017-01-16,2024-01-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,Netherlands,0,0,0,0,0,0,,,,
DR Congo,New Zealand,1,0,1,0,1,1,2023-10-13,2023-10-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,Norway,0,0,0,0,0,0,,,,
DR Congo,Panama,0,0,0,0,0,0,,,,
DR Congo,Paraguay,0,0,0,0,0,0,,,,
DR Congo,Portugal,0,0,0,0,0,0,,,,
DR Congo,Qatar,1,0,1,0,2,2,2009-10-14,2009-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,Saudi Arabia,1,0,0,1,0,2,2010-05-21,2010-05-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,Scotland,0,0,0,0,0,0,,,,
DR Congo,Senegal,6,0,2,4,7,13,2009-08-12,2025-12-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,South Africa,2,0,1,1,0,1,2023-09-12,2024-02-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,South Korea,0,0,0,0,0,0,,,,
DR Congo,Spain,0,0,0,0,0,0,,,,
DR Congo,Sweden,0,0,0,0,0,0,,,,
DR Congo,Switzerland,0,0,0,0,0,0,,,,
DR Congo,Tunisia,4,0,2,2,4,6,2015-01-26,2021-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
DR Congo,Turkey,0,0,0,0,0,0,,,,
DR Congo,United States,0,0,0,0,0,0,,,,
DR Congo,Uruguay,0,0,0,0,0,0,,,,
DR Congo,Uzbekistan,0,0,0,0,0,0,,,,
Ecuador,Egypt,0,0,0,0,0,0,,,,
Ecuador,England,2,0,1,1,2,3,2006-06-25,2014-06-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,France,2,0,1,1,0,2,2008-05-27,2014-06-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Germany,2,0,0,2,2,7,2006-06-20,2013-05-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Ghana,0,0,0,0,0,0,,,,
Ecuador,Haiti,2,2,0,0,7,1,2008-03-26,2016-06-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Iran,1,1,0,0,1,0,2008-12-17,2008-12-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Iraq,1,0,1,0,0,0,2022-11-12,2022-11-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Ivory Coast,0,0,0,0,0,0,,,,
Ecuador,Japan,2,0,2,0,1,1,2019-06-24,2022-09-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Jordan,0,0,0,0,0,0,,,,
Ecuador,Mexico,13,3,5,5,16,20,2007-03-28,2025-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Morocco,1,0,1,0,1,1,2026-03-27,2026-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Netherlands,3,0,3,0,3,3,2014-05-17,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,New Zealand,1,1,0,0,2,0,2025-11-18,2025-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Norway,0,0,0,0,0,0,,,,
Ecuador,Panama,3,2,1,0,7,2,2015-06-03,2018-11-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Paraguay,11,2,5,4,13,16,2007-11-17,2025-09-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Portugal,1,1,0,0,3,2,2013-02-06,2013-02-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Qatar,2,1,0,1,5,4,2018-10-12,2022-11-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Saudi Arabia,1,0,1,0,0,0,2022-09-23,2022-09-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Scotland,0,0,0,0,0,0,,,,
Ecuador,Senegal,1,0,0,1,1,2,2022-11-29,2022-11-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,South Africa,0,0,0,0,0,0,,,,
Ecuador,South Korea,1,0,0,1,0,2,2010-05-16,2010-05-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Spain,1,0,0,1,0,2,2013-08-14,2013-08-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Sweden,2,1,1,0,3,2,2007-01-18,2007-01-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Switzerland,1,0,0,1,1,2,2014-06-15,2014-06-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Tunisia,0,0,0,0,0,0,,,,
Ecuador,Turkey,0,0,0,0,0,0,,,,
Ecuador,United States,5,1,1,3,4,7,2007-03-25,2025-10-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Uruguay,11,4,3,4,12,14,2008-09-10,2024-10-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ecuador,Uzbekistan,0,0,0,0,0,0,,,,
Egypt,England,1,0,0,1,1,3,2010-03-03,2010-03-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,France,0,0,0,0,0,0,,,,
Egypt,Germany,0,0,0,0,0,0,,,,
Egypt,Ghana,9,4,3,2,12,15,2009-02-11,2024-01-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Haiti,0,0,0,0,0,0,,,,
Egypt,Iran,0,0,0,0,0,0,,,,
Egypt,Iraq,1,0,1,0,0,0,2012-04-17,2012-04-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Ivory Coast,5,2,2,1,9,7,2007-08-22,2026-01-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Japan,1,0,0,1,1,4,2007-10-17,2007-10-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Jordan,3,1,0,2,3,5,2016-01-27,2025-12-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Mexico,0,0,0,0,0,0,,,,
Egypt,Morocco,2,2,0,0,3,1,2017-01-29,2022-01-30,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Netherlands,0,0,0,0,0,0,,,,
Egypt,New Zealand,1,1,0,0,1,0,2024-03-22,2024-03-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Norway,0,0,0,0,0,0,,,,
Egypt,Panama,0,0,0,0,0,0,,,,
Egypt,Paraguay,0,0,0,0,0,0,,,,
Egypt,Portugal,1,0,0,1,1,2,2018-03-23,2018-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Qatar,4,1,1,2,4,5,2010-12-16,2021-12-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Saudi Arabia,2,1,0,1,5,2,2018-06-25,2026-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Scotland,0,0,0,0,0,0,,,,
Egypt,Senegal,6,1,1,4,1,5,2014-09-05,2026-01-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,South Africa,6,2,1,3,2,3,2006-11-15,2025-12-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,South Korea,1,0,0,1,1,4,2022-06-14,2022-06-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Spain,2,0,1,1,0,2,2006-06-03,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Sweden,1,1,0,0,2,0,2007-02-07,2007-02-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Switzerland,0,0,0,0,0,0,,,,
Egypt,Tunisia,8,2,0,6,6,11,2012-10-16,2023-09-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Turkey,0,0,0,0,0,0,,,,
Egypt,United States,1,0,0,1,0,3,2009-06-21,2009-06-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Uruguay,2,0,0,2,0,3,2006-08-16,2018-06-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Egypt,Uzbekistan,1,0,0,1,0,2,2025-11-14,2025-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,France,6,1,1,4,7,9,2008-03-26,2022-12-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Germany,10,3,3,4,13,15,2007-08-22,2022-09-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Ghana,1,0,1,0,1,1,2011-03-29,2011-03-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Haiti,0,0,0,0,0,0,,,,
England,Iran,1,1,0,0,6,2,2022-11-21,2022-11-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Iraq,0,0,0,0,0,0,,,,
England,Ivory Coast,1,1,0,0,3,0,2022-03-29,2022-03-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Japan,2,1,0,1,2,2,2010-05-30,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Jordan,0,0,0,0,0,0,,,,
England,Mexico,1,1,0,0,3,1,2010-05-24,2010-05-24,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Morocco,0,0,0,0,0,0,,,,
England,Netherlands,7,2,2,3,10,12,2006-11-15,2024-07-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,New Zealand,0,0,0,0,0,0,,,,
England,Norway,2,2,0,0,2,0,2012-05-26,2014-09-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Panama,1,1,0,0,6,1,2018-06-24,2018-06-24,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Paraguay,1,1,0,0,1,0,2006-06-10,2006-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Portugal,2,1,1,0,1,0,2006-07-01,2016-06-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Qatar,0,0,0,0,0,0,,,,
England,Saudi Arabia,0,0,0,0,0,0,,,,
England,Scotland,6,4,2,0,14,6,2013-08-14,2023-09-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Senegal,2,1,0,1,4,3,2022-12-04,2025-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,South Africa,0,0,0,0,0,0,,,,
England,South Korea,0,0,0,0,0,0,,,,
England,Spain,8,2,1,5,8,13,2007-02-07,2024-07-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Sweden,5,3,1,1,10,8,2006-06-20,2018-07-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Switzerland,9,6,3,0,15,6,2008-02-06,2024-07-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Tunisia,1,1,0,0,2,1,2018-06-18,2018-06-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Turkey,1,1,0,0,2,1,2016-05-22,2016-05-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,United States,4,2,2,0,6,1,2008-05-28,2022-11-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Uruguay,2,0,1,1,2,3,2014-06-19,2026-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
England,Uzbekistan,0,0,0,0,0,0,,,,
France,Germany,12,6,2,4,15,11,2012-02-29,2025-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Ghana,0,0,0,0,0,0,,,,
France,Haiti,0,0,0,0,0,0,,,,
France,Iran,0,0,0,0,0,0,,,,
France,Iraq,0,0,0,0,0,0,,,,
France,Ivory Coast,2,1,1,0,2,1,2016-11-15,2022-03-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Japan,1,0,0,1,0,1,2012-10-12,2012-10-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Jordan,0,0,0,0,0,0,,,,
France,Mexico,1,0,0,1,0,2,2010-06-17,2010-06-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Morocco,2,1,1,0,4,2,2007-11-16,2022-12-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Netherlands,10,7,1,2,19,10,2008-06-13,2024-06-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,New Zealand,0,0,0,0,0,0,,,,
France,Norway,2,1,0,1,5,2,2010-08-11,2014-05-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Panama,0,0,0,0,0,0,,,,
France,Paraguay,3,1,2,0,6,1,2008-05-31,2017-06-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Portugal,8,4,3,1,7,4,2006-07-05,2024-07-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Qatar,0,0,0,0,0,0,,,,
France,Saudi Arabia,0,0,0,0,0,0,,,,
France,Scotland,4,2,0,2,7,3,2006-10-07,2023-10-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Senegal,0,0,0,0,0,0,,,,
France,South Africa,2,1,0,1,6,2,2010-06-22,2022-03-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,South Korea,1,0,1,0,1,1,2006-06-18,2006-06-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Spain,11,3,1,7,12,18,2006-06-27,2025-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Sweden,7,5,0,2,12,9,2008-08-20,2020-11-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Switzerland,4,1,3,0,8,5,2006-06-13,2021-06-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Tunisia,3,1,1,1,4,3,2008-10-14,2022-11-30,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Turkey,3,1,1,1,2,3,2009-06-05,2019-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,United States,2,1,1,0,2,1,2011-11-11,2018-06-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Uruguay,6,2,3,1,3,1,2008-11-19,2018-11-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
France,Uzbekistan,0,0,0,0,0,0,,,,
Germany,Ghana,3,2,1,0,5,3,2010-06-23,2026-03-30,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Haiti,0,0,0,0,0,0,,,,
Germany,Iran,0,0,0,0,0,0,,,,
Germany,Iraq,0,0,0,0,0,0,,,,
Germany,Ivory Coast,1,0,1,0,2,2,2009-11-18,2009-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Japan,3,0,1,2,4,8,2006-05-30,2023-09-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Jordan,0,0,0,0,0,0,,,,
Germany,Mexico,3,1,1,1,6,4,2017-06-29,2023-10-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Morocco,0,0,0,0,0,0,,,,
Germany,Netherlands,11,5,4,2,18,16,2011-11-15,2024-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,New Zealand,0,0,0,0,0,0,,,,
Germany,Norway,3,2,0,1,9,1,2009-02-11,2017-09-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Panama,0,0,0,0,0,0,,,,
Germany,Paraguay,1,0,1,0,3,3,2013-08-14,2013-08-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Portugal,6,5,0,1,16,7,2006-07-08,2025-06-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Qatar,0,0,0,0,0,0,,,,
Germany,Saudi Arabia,1,1,0,0,2,1,2018-06-08,2018-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Scotland,3,3,0,0,10,4,2014-09-07,2024-06-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Senegal,0,0,0,0,0,0,,,,
Germany,South Africa,1,1,0,0,2,0,2009-09-05,2009-09-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,South Korea,1,0,0,1,0,2,2018-06-27,2018-06-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Spain,8,1,3,4,5,13,2008-06-29,2024-07-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Sweden,6,4,2,0,16,8,2006-06-24,2018-06-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Switzerland,7,3,3,1,19,14,2007-02-07,2026-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Tunisia,0,0,0,0,0,0,,,,
Germany,Turkey,5,3,1,1,14,9,2008-06-25,2023-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,United States,4,2,0,2,8,7,2013-06-02,2023-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Uruguay,2,2,0,0,5,3,2010-07-10,2011-05-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Germany,Uzbekistan,0,0,0,0,0,0,,,,
Ghana,Haiti,0,0,0,0,0,0,,,,
Ghana,Iran,0,0,0,0,0,0,,,,
Ghana,Iraq,0,0,0,0,0,0,,,,
Ghana,Ivory Coast,6,2,3,1,8,7,2008-02-09,2021-06-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Japan,6,2,0,4,8,13,2006-10-04,2025-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Jordan,0,0,0,0,0,0,,,,
Ghana,Mexico,2,0,0,2,1,4,2008-03-26,2023-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Morocco,4,2,0,2,4,2,2007-09-08,2022-01-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Netherlands,2,0,0,2,1,5,2010-06-01,2014-05-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,New Zealand,0,0,0,0,0,0,,,,
Ghana,Norway,0,0,0,0,0,0,,,,
Ghana,Panama,0,0,0,0,0,0,,,,
Ghana,Paraguay,0,0,0,0,0,0,,,,
Ghana,Portugal,2,0,0,2,3,5,2014-06-26,2022-11-24,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Qatar,1,1,0,0,5,1,2020-10-12,2020-10-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Saudi Arabia,3,1,1,1,3,5,2007-09-11,2017-10-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Scotland,0,0,0,0,0,0,,,,
Ghana,Senegal,3,0,1,2,3,5,2007-08-21,2015-03-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,South Africa,9,3,3,3,8,7,2008-10-15,2021-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,South Korea,6,4,0,2,14,7,2006-06-04,2025-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Spain,0,0,0,0,0,0,,,,
Ghana,Sweden,0,0,0,0,0,0,,,,
Ghana,Switzerland,1,1,0,0,2,0,2022-11-17,2022-11-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Tunisia,4,2,2,0,7,4,2008-11-19,2019-07-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Turkey,1,0,1,0,2,2,2013-08-14,2013-08-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,United States,5,2,0,3,6,10,2006-06-22,2023-10-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Uruguay,2,0,1,1,1,3,2010-07-02,2022-12-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Ghana,Uzbekistan,0,0,0,0,0,0,,,,
Haiti,Iran,0,0,0,0,0,0,,,,
Haiti,Iraq,0,0,0,0,0,0,,,,
Haiti,Ivory Coast,0,0,0,0,0,0,,,,
Haiti,Japan,1,0,1,0,3,3,2017-10-10,2017-10-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Jordan,1,1,0,0,2,0,2021-09-04,2021-09-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Mexico,3,0,0,3,1,8,2009-07-19,2023-06-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Morocco,0,0,0,0,0,0,,,,
Haiti,Netherlands,0,0,0,0,0,0,,,,
Haiti,New Zealand,0,0,0,0,0,0,,,,
Haiti,Norway,0,0,0,0,0,0,,,,
Haiti,Panama,6,1,3,2,5,7,2007-03-24,2016-03-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Paraguay,0,0,0,0,0,0,,,,
Haiti,Portugal,0,0,0,0,0,0,,,,
Haiti,Qatar,2,2,0,0,3,1,2010-11-18,2023-06-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Saudi Arabia,1,0,0,1,0,1,2025-06-15,2025-06-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Scotland,0,0,0,0,0,0,,,,
Haiti,Senegal,0,0,0,0,0,0,,,,
Haiti,South Africa,0,0,0,0,0,0,,,,
Haiti,South Korea,1,0,0,1,1,4,2013-09-06,2013-09-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Spain,1,0,0,1,1,2,2013-06-08,2013-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Sweden,0,0,0,0,0,0,,,,
Haiti,Switzerland,0,0,0,0,0,0,,,,
Haiti,Tunisia,1,0,0,1,0,1,2026-03-28,2026-03-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Turkey,0,0,0,0,0,0,,,,
Haiti,United States,4,0,1,3,3,6,2009-07-11,2025-06-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Haiti,Uruguay,0,0,0,0,0,0,,,,
Haiti,Uzbekistan,0,0,0,0,0,0,,,,
Iran,Iraq,13,8,3,2,18,9,2006-10-04,2022-01-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Iran,Ivory Coast,0,0,0,0,0,0,,,,
Iran,Japan,3,1,1,1,3,5,2015-10-13,2024-02-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Iran,Jordan,7,3,3,1,6,4,2006-10-06,2012-09-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Iran,Mexico,2,0,0,2,1,7,2006-06-11,2007-06-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Iran,Morocco,1,1,0,0,1,0,2018-06-15,2018-06-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Iran,Netherlands,0,0,0,0,0,0,,,,
Iran,New Zealand,0,0,0,0,0,0,,,,
Iran,Norway,0,0,0,0,0,0,,,,
Iran,Panama,1,1,0,0,2,1,2017-11-09,2017-11-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Iran,Paraguay,0,0,0,0,0,0,,,,
Iran,Portugal,2,0,1,1,1,3,2006-06-17,2018-06-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
